Job Title,Salary Estimate,Rating,Company Name,Location,Size,Sector,Revenue
Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,$55K-$117K (Glassdoor est.),4.5,"Maine Pointe
4.5","Houston, TX",51 to 200 employees,Business Services,$50 to $100 million (USD)
Sr. Machine Learning Engineer,$55K-$117K (Glassdoor est.),3.8,"Mondo
3.8","Houston, TX",51 to 200 employees,Business Services,$100 to $500 million (USD)
Product and Data Analyst,$55K-$117K (Glassdoor est.),,Entera,"Houston, TX",Unknown,Real Estate,Unknown / Non-Applicable
Big Data Engineer,$55K-$98K (Glassdoor est.),,Node.Digital LLC,"Arlington, TX",1 to 50 employees,,Unknown / Non-Applicable
"Associate Director, Data Science",$55K-$98K (Glassdoor est.),3.6,"Humana
3.6","Irving, TX",10000+ employees,Insurance,$10+ billion (USD)
Cloud Data Engineer,$55K-$98K (Glassdoor est.),2.2,"Cash Store
2.2","Irving, TX",1001 to 5000 employees,Finance,Unknown / Non-Applicable
Senior Data Analyst,$55K-$98K (Glassdoor est.),2.8,"Ho Chunk
2.8","Arlington, TX",201 to 500 employees,"Restaurants, Bars & Food Services",$100 to $500 million (USD)
"Sr Professional, Data Engineer",$55K-$98K (Glassdoor est.),3,"CoreLogic
3.0","Irving, TX",5001 to 10000 employees,Information Technology,$1 to $2 billion (USD)
Kafka Data Engineer (remote),$55K-$98K (Glassdoor est.),3.3,"Thrivent
3.3","Fort Worth, TX",5001 to 10000 employees,Insurance,$5 to $10 billion (USD)
Big Data Engineer,$55K-$98K (Glassdoor est.),3.9,"Diverse Lynx
3.9","Irving, TX",501 to 1000 employees,Information Technology,$100 to $500 million (USD)
BI Data Analyst / Specialist,$55K-$98K (Glassdoor est.),3.6,"Global Technical Talent, LLC
3.6","Westlake, TX",501 to 1000 employees,Information Technology,$25 to $50 million (USD)
Data Engineer with Pyspark,$55K-$98K (Glassdoor est.),4.1,"Sysmind LLC
4.1","Irving, TX",51 to 200 employees,Information Technology,$25 to $50 million (USD)
Data Engineer,$57K-$80K (Glassdoor est.),,Headway Tek Inc,"Fort Worth, TX",,,
Human Performance Data Analyst,$57K-$80K (Glassdoor est.),4,"Reef Systems
4.0","Fort Worth, TX",1 to 50 employees,,$1 to $5 million (USD)
Data Analyst,$57K-$80K (Glassdoor est.),,Thinkfind Corporation,"Fort Worth, TX",1 to 50 employees,Information Technology,Unknown / Non-Applicable
"Junior Data Scientist, Engineering",$57K-$80K (Glassdoor est.),3.5,"CGI
3.5","Arlington, TX",10000+ employees,Business Services,$10+ billion (USD)
Data Analyst (HR),$57K-$80K (Glassdoor est.),3.4,"Lidl
3.4","Arlington, TX",10000+ employees,Retail,$10+ billion (USD)
BI Data Analyst/Specialist,$57K-$80K (Glassdoor est.),3.9,"Fidelity TalentSource
3.9","Westlake, TX",1001 to 5000 employees,Business Services,Unknown / Non-Applicable
Data Analyst II,$57K-$80K (Glassdoor est.),3.6,"Kubota Tractor Corporation
3.6","Grapevine, TX",1001 to 5000 employees,Manufacturing,$2 to $5 billion (USD)
Data Analyst,$57K-$80K (Glassdoor est.),3.3,"Mindteck
3.3","Coppell, TX",1001 to 5000 employees,Information Technology,$50 to $100 million (USD)
COMPUTER SCIENTIST,$57K-$80K (Glassdoor est.),3.8,"U.S. Navy
3.8","Fort Worth, TX",1001 to 5000 employees,Government,$2 to $5 billion (USD)
Data Analyst,$57K-$80K (Glassdoor est.),2.8,"Ho Chunk
2.8","Arlington, TX",201 to 500 employees,"Restaurants, Bars & Food Services",$100 to $500 million (USD)
Research Data Analyst,$57K-$80K (Glassdoor est.),2.6,"North Central Texas Council of Governments
2.6","Arlington, TX",201 to 500 employees,Business Services,$10 to $25 million (USD)
Data Engineer/Data Scientist,$57K-$80K (Glassdoor est.),3.7,"United Software Group
3.7","Fort Worth, TX",201 to 500 employees,Information Technology,$50 to $100 million (USD)
Sr Data Scientist,$57K-$80K (Glassdoor est.),3,"GM Financial
3.0","Fort Worth, TX",5001 to 10000 employees,Finance,$5 to $10 billion (USD)
Sr Data Analyst,$57K-$80K (Glassdoor est.),3,"GM Financial
3.0","Fort Worth, TX",5001 to 10000 employees,Finance,$5 to $10 billion (USD)
Data Engineer (remote),$57K-$80K (Glassdoor est.),3.3,"Thrivent
3.3","Fort Worth, TX",5001 to 10000 employees,Insurance,$5 to $10 billion (USD)
Data Engineer,$57K-$80K (Glassdoor est.),3.5,"Tek Leaders
3.5","Fort Worth, TX",501 to 1000 employees,Information Technology,$50 to $100 million (USD)
Scientist - Immunotherapeutic Design,$75K-$149K (Glassdoor est.),4.1,"Pfizer
4.1","La Jolla, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Engineer,$57K-$80K (Glassdoor est.),5,"Amvotech Solutions, Inc
5.0","Fort Worth, TX",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Data Analyst Assistant,$57K-$80K (Glassdoor est.),5,"Company Confidenital
5.0","Fort Worth, TX",51 to 200 employees,Business Services,Unknown / Non-Applicable
Computer Vision Engineer and Research Scientist,$59K-$113K (Glassdoor est.),,Synthetik Applied Technologies,"Austin, TX",,,
Sr. Data Manager (Sr. Associate),$86K-$178K (Glassdoor est.),4.1,"Pfizer
4.1","La Jolla, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Lead Data Scientist,$46K-$82K (Glassdoor est.),4.1,"ResMed
4.1","San Diego, CA",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Scientist III - IVD Product Development,$59K-$113K (Glassdoor est.),3.4,"Thermo Fisher Scientific
3.4","Austin, TX",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
"AVP, Big Data and Machine Learning Solutions Architect",$59K-$113K (Glassdoor est.),3.5,"LPL Financial
3.5","Austin, TX",1001 to 5000 employees,Finance,$2 to $5 billion (USD)
"Senior Scientist, Bioanalytical Study Management",$59K-$113K (Glassdoor est.),3.4,"Worldwide Clinical Trials
3.4","Austin, TX",1001 to 5000 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Sr. Data Engineer,$59K-$113K (Glassdoor est.),3.9,"Bright Health
3.9","Austin, TX",201 to 500 employees,Health Care,$100 to $500 million (USD)
19-84R Team Lead (Data Analyst IV),$59K-$113K (Glassdoor est.),2.8,"Texas Water Development Board
2.8","Austin, TX",201 to 500 employees,Government,Unknown / Non-Applicable
Clinical Data Reporter's,$59K-$113K (Glassdoor est.),2.8,"Austin Staffing, Inc.
2.8","Austin, TX",501 to 1000 employees,Business Services,Unknown / Non-Applicable
Senior Business Intelligence Analyst,$59K-$113K (Glassdoor est.),4,"Natera
4.0","Austin, TX",501 to 1000 employees,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Scientist III (Molecular Biology),$59K-$113K (Glassdoor est.),3.7,"Infotree Service Inc
3.7","Austin, TX",51 to 200 employees,Business Services,$1 to $5 million (USD)
Data Engineer II Spectrum Enterprise,$59K-$113K (Glassdoor est.),,NaviSite,"Austin, TX",Unknown,,Unknown / Non-Applicable
Part Time Data Science Instructor (Data Science Bootcamp) - Promotable,$60K-$105K (Glassdoor est.),,1871 Member Companies,"Chicago, IL",,,
AI/ML Data Engineer,$60K-$105K (Glassdoor est.),,softsnippets,"Chicago, IL",,,
"Product Manager, Panel Data Science",$60K-$105K (Glassdoor est.),4.2,"360pi
4.2","Chicago, IL",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Informatica Data Modeler,$60K-$105K (Glassdoor est.),3.9,"Avanciers
3.9","Chicago, IL",1 to 50 employees,Information Technology,$2 to $5 billion (USD)
"Data Engineer _ Chicago, IL || 06+ Months Contract",$60K-$105K (Glassdoor est.),2.9,"Avtech solutions
2.9","Chicago, IL",1 to 50 employees,,Unknown / Non-Applicable
"AI/ML , Data Engineer",$60K-$105K (Glassdoor est.),3.1,"ePromptus,Inc
3.1","Chicago, IL",1 to 50 employees,Information Technology,$1 to $5 million (USD)
Spark AWS Data Engineer,$60K-$105K (Glassdoor est.),3.1,"Keylent
3.1","Chicago, IL",1 to 50 employees,,Unknown / Non-Applicable
Senior Google Analytics Manager,$60K-$105K (Glassdoor est.),4.6,"Marcel Media
4.6","Chicago, IL",1 to 50 employees,Business Services,$5 to $10 million (USD)
Python Data Engineer Trading,$60K-$105K (Glassdoor est.),,Paul May & Associates,"Chicago, IL",1 to 50 employees,,Unknown / Non-Applicable
Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),$60K-$105K (Glassdoor est.),3.7,"BMO Financial Group
3.7","Chicago, IL",10000+ employees,Finance,$10+ billion (USD)
Supervisory Research Health Scientist,$60K-$105K (Glassdoor est.),3.4,"Veterans Affairs, Veterans Health Administration
3.4","Hines, IL",10000+ employees,Government,Unknown / Non-Applicable
Business Intelligence Analyst,$60K-$105K (Glassdoor est.),3.7,"Athletico
3.7","Oak Brook, IL",1001 to 5000 employees,Health Care,$10 to $25 million (USD)
Senior Digital Analytics Consultant,$60K-$105K (Glassdoor est.),3.6,"PK
3.6","Chicago, IL",1001 to 5000 employees,Information Technology,$100 to $500 million (USD)
Data Engineer,$60K-$105K (Glassdoor est.),3.6,"Signature Consultants
3.6","Chicago, IL",1001 to 5000 employees,Business Services,$100 to $500 million (USD)
Senior Manager- Data science/Operations research- Analytics & AI,$60K-$105K (Glassdoor est.),3.6,"Trianz
3.6","Chicago, IL",1001 to 5000 employees,Information Technology,Unknown / Non-Applicable
Data Analyst (MPI),$60K-$105K (Glassdoor est.),3.2,"Metropolitan Family Services
3.2","Chicago, IL",201 to 500 employees,Business Services,$50 to $100 million (USD)
Senior Data Analyst,$60K-$105K (Glassdoor est.),3.6,"Epiq Systems
3.6","Chicago, IL",5001 to 10000 employees,Accounting & Legal,$1 to $2 billion (USD)
"Medical Laboratory Scientist - Immunology/Special Chemistry, Full-time, Evenings",$60K-$105K (Glassdoor est.),3.9,"Northwestern Memorial Healthcare
3.9","Chicago, IL",5001 to 10000 employees,Health Care,$100 to $500 million (USD)
"Medical Laboratory Scientist - Hemostasis, Full-time, Days",$60K-$105K (Glassdoor est.),3.9,"Northwestern Memorial Healthcare
3.9","Chicago, IL",5001 to 10000 employees,Health Care,$100 to $500 million (USD)
"Medical Laboratory Scientist - Immunology Special Chemistry, Full-time, Evenings",$60K-$105K (Glassdoor est.),3.9,"Northwestern Memorial Healthcare
3.9","Chicago, IL",5001 to 10000 employees,Health Care,$100 to $500 million (USD)
Senior Data Engineer,$60K-$105K (Glassdoor est.),5,"Centric Consulting
5.0","Chicago, IL",501 to 1000 employees,Business Services,$100 to $500 million (USD)
"Machine Learning Engineer Chicago, IL",$60K-$105K (Glassdoor est.),2.7,"STATS
2.7","Chicago, IL",501 to 1000 employees,Media,$50 to $100 million (USD)
Bioinformatics Scientist,$60K-$105K (Glassdoor est.),3.2,"Tempus Labs
3.2","Chicago, IL",501 to 1000 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Junior Imaging Scientist,$60K-$105K (Glassdoor est.),3.2,"Tempus Labs
3.2","Chicago, IL",501 to 1000 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Architect,$60K-$105K (Glassdoor est.),3.2,"Tempus Labs
3.2","Chicago, IL",501 to 1000 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Provider Analytics Data Analyst,$60K-$105K (Glassdoor est.),4.7,"CRS Group
4.7","Chicago, IL",51 to 200 employees,Business Services,$10 to $25 million (USD)
"Sr. Data Analyst - Analytics, Marketing, CPG",$60K-$105K (Glassdoor est.),4.9,"Jobot
4.9","Chicago, IL",51 to 200 employees,Business Services,$25 to $50 million (USD)
Data and Software Engineer,$60K-$105K (Glassdoor est.),3.2,"Kershner Trading Group
3.2","Chicago, IL",51 to 200 employees,Finance,$10 to $25 million (USD)
Data Production Analyst,$60K-$105K (Glassdoor est.),4.2,"NJF Global Holdings
4.2","Chicago, IL",51 to 200 employees,Business Services,$10 to $25 million (USD)
Senior Data Analyst,$60K-$105K (Glassdoor est.),,Leap,"Chicago, IL",Unknown,,Unknown / Non-Applicable
DATA SCIENCE INTERNSHIP,$60K-$124K (Glassdoor est.),,Atlas General Insurance Svcs,"San Diego, CA",,,
Data Scientist & Data Engineer,$60K-$124K (Glassdoor est.),,Decipher Biosciences,"San Diego, CA",,,
Data Analyst,$60K-$124K (Glassdoor est.),4.5,"Conflux Systems Inc.
4.5","San Diego, CA",1 to 50 employees,Accounting & Legal,Less than $1 million (USD)
Data Engineer,$60K-$124K (Glassdoor est.),3.9,"Mercato
3.9","San Diego, CA",1 to 50 employees,,Unknown / Non-Applicable
Associate Scientist,$60K-$124K (Glassdoor est.),,One,"San Diego, CA",1 to 50 employees,Business Services,Unknown / Non-Applicable
Scientist,$60K-$124K (Glassdoor est.),3.6,"Abbott Laboratories
3.6","San Diego, CA",10000+ employees,Health Care,$10+ billion (USD)
Sr. Applied Scientist,$60K-$124K (Glassdoor est.),3.9,"Amazon
3.9","San Diego, CA",10000+ employees,Information Technology,$10+ billion (USD)
Applied Scientist,$60K-$124K (Glassdoor est.),3.9,"Amazon
3.9","San Diego, CA",10000+ employees,Information Technology,$10+ billion (USD)
Marketing Return Analytics Manager,$60K-$124K (Glassdoor est.),4.1,"HP Inc.
4.1","San Diego, CA",10000+ employees,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$60K-$124K (Glassdoor est.),4.1,"ResMed
4.1","San Diego, CA",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Research Data Analyst,$60K-$124K (Glassdoor est.),4.3,"UC San Diego
4.3","San Diego, CA",10000+ employees,Education,Unknown / Non-Applicable
Research Data Analyst,$60K-$124K (Glassdoor est.),3.6,"University of California - San Diego Medical Centers
3.6","San Diego, CA",10000+ employees,Health Care,Unknown / Non-Applicable
Associate Measurement Data Analyst EC,$60K-$124K (Glassdoor est.),3.6,"San Diego Gas & Electric
3.6","San Diego, CA",1001 to 5000 employees,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD)
Graduate - Data Science for Ocean of Things (DARPA),$60K-$124K (Glassdoor est.),4.2,"SDSU Research Foundation
4.2","San Diego, CA",1001 to 5000 employees,Non-Profit,$100 to $500 million (USD)
Research Scientist,$60K-$124K (Glassdoor est.),4,"The Scripps Research Institute
4.0","La Jolla, CA",1001 to 5000 employees,Business Services,$50 to $100 million (USD)
"Research Scientist, Structural Biologist - CryoEM Data Analyst",$60K-$124K (Glassdoor est.),3.3,"Vertex Pharmaceuticals
3.3","San Diego, CA",1001 to 5000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Scientist,$60K-$124K (Glassdoor est.),4.3,"ASK Staffing, Inc.
4.3","San Diego, CA",201 to 500 employees,Business Services,$25 to $50 million (USD)
Development Scientist I,$60K-$124K (Glassdoor est.),3.1,"Integrated Resources
3.1","Chula Vista, CA",201 to 500 employees,Business Services,$25 to $50 million (USD)
Scientist,$60K-$124K (Glassdoor est.),3.3,"Synectics Inc.
3.3","San Diego, CA",201 to 500 employees,Business Services,$25 to $50 million (USD)
Scientist,$60K-$124K (Glassdoor est.),2.8,"Abbott
2.8","San Diego, CA",5001 to 10000 employees,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
Data Analyst,$60K-$124K (Glassdoor est.),3.2,"Encore Capital Group
3.2","San Diego, CA",5001 to 10000 employees,Finance,$1 to $2 billion (USD)
Scientist,$60K-$124K (Glassdoor est.),3.7,"General Atomics and Affiliated Companies
3.7","San Diego, CA",5001 to 10000 employees,Aerospace & Defense,Unknown / Non-Applicable
Principal Data Scientist II (Statistical Modeling),$119K-$188K (Glassdoor est.),4.1,"Roche
4.1","Santa Clara, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$60K-$124K (Glassdoor est.),3.3,"ICW Group
3.3","San Diego, CA",501 to 1000 employees,Insurance,$500 million to $1 billion (USD)
Data Science Specialist,$60K-$124K (Glassdoor est.),3.3,"ICW Group
3.3","San Diego, CA",501 to 1000 employees,Insurance,$500 million to $1 billion (USD)
Senior Principal Data Scientist (Python/R),$135K-$214K (Glassdoor est.),4.1,"Roche
4.1","Santa Clara, CA",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$60K-$124K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","San Diego, CA",51 to 200 employees,Information Technology,$25 to $50 million (USD)
Data Scientist,$60K-$124K (Glassdoor est.),3,"Central Business Solutions, Inc
3.0","San Diego, CA",51 to 200 employees,Business Services,$5 to $10 million (USD)
Data Analyst,$60K-$124K (Glassdoor est.),4.2,"Cue
4.2","San Diego, CA",51 to 200 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Production Scientist,$60K-$124K (Glassdoor est.),4.2,"Cue
4.2","San Diego, CA",51 to 200 employees,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Analyst,$60K-$124K (Glassdoor est.),3.9,"Seer Interactive
3.9","San Diego, CA",51 to 200 employees,Information Technology,Unknown / Non-Applicable
Data Analytics Manager,$61K-$94K (Glassdoor est.),,Financial Planning and Analysis,"Jacksonville, FL",,,
Data Scientist,$61K-$94K (Glassdoor est.),,GradTests (gradtests.com),"Jacksonville, FL",,,
ACA - Data Analyst,$61K-$94K (Glassdoor est.),,Medical Cost Containment Services Inc.,"Jacksonville, FL",,,
Data Scientist,$61K-$94K (Glassdoor est.),,Springhead Technologies,"Jacksonville, FL",,,
Data Analyst BI Engineer,$61K-$94K (Glassdoor est.),4.1,"Alluvion Staffing
4.1","Jacksonville, FL",1 to 50 employees,Business Services,Less than $1 million (USD)
Senior Data Analyst,$61K-$94K (Glassdoor est.),3.9,"BTG
3.9","Jacksonville, FL",1 to 50 employees,Business Services,Less than $1 million (USD)
Data Engineer/ BI Developer,$61K-$94K (Glassdoor est.),3.9,"BTG
3.9","Jacksonville, FL",1 to 50 employees,Business Services,Less than $1 million (USD)
Data Engineer,$61K-$94K (Glassdoor est.),3.8,"Clearsense, LLC
3.8","Jacksonville, FL",1 to 50 employees,Information Technology,Less than $1 million (USD)
Business/Data Analyst,$61K-$94K (Glassdoor est.),,SGA Inc.,"Jacksonville, FL",1 to 50 employees,Business Services,$1 to $5 million (USD)
Data Scientist - Nationwide Opportunities,$61K-$94K (Glassdoor est.),3.9,"Amazon
3.9","Jacksonville, FL",10000+ employees,Information Technology,$10+ billion (USD)
Data Analytics Consultant,$61K-$94K (Glassdoor est.),3.3,"Blue Cross Blue Shield of Florida
3.3","Jacksonville, FL",10000+ employees,Insurance,$10+ billion (USD)
Value Based Analytics - Data Analytics Consultant,$61K-$94K (Glassdoor est.),3.3,"Florida Blue
3.3","Jacksonville, FL",10000+ employees,Insurance,$10+ billion (USD)
The Home Depot PRO - Data Analyst,$61K-$94K (Glassdoor est.),3.6,"Home Depot
3.6","Jacksonville, FL",10000+ employees,,$10+ billion (USD)
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$61K-$94K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Jacksonville, FL",10000+ employees,Government,Unknown / Non-Applicable
Project Scientist,$61K-$94K (Glassdoor est.),3.7,"Tetra Tech
3.7","Jacksonville, FL",10000+ employees,Business Services,$2 to $5 billion (USD)
"Staff Software Scientist, Reproductive Health",$61K-$94K (Glassdoor est.),3.4,"Thermo Fisher Scientific
3.4","Jacksonville, FL",10000+ employees,Biotech & Pharmaceuticals,$10+ billion (USD)
